,datetime,open,high,low,close,volume,date,previous_date,dailyFluction,dailyFluctionPCT,weeklyavg,weeklyavgdiff,weeklystdev,weeklyslope,monthlyavg,monthlyavgdiff,monthlystdev,monthlyslope,quarterlyavg,quarterlyavgdiff,quarterlystdev,quarterlyslope,yearlyavg,yearlyavgdiff,yearlystdev,yearlyslope,dailyRangeOpenClose,dailyRangeHighLow
0,2002-01-02 14:30:00,23.780000686645508,24.200000762939453,22.709999084472656,22.709999084472656,0,2002-01-02,2002-01-01,,,,,,,,,,,,,,,,,,,-1.0700016021728516,-1.4900016784667969
1,2002-01-03 14:30:00,22.219999313354492,22.43000030517578,21.329999923706055,21.34000015258789,0,2002-01-03,2002-01-02,-1.3699989318847656,-6.032580304335921,,,,,,,,,,,,,,,,,-0.8799991607666016,-1.1000003814697266
2,2002-01-04 14:30:00,20.969999313354492,21.530000686645508,20.399999618530273,20.450000762939453,0,2002-01-04,2002-01-03,-0.8899993896484375,-4.170568806394814,,,,,,,,,,,,,,,,,-0.5199985504150391,-1.1300010681152344
3,2002-01-07 14:30:00,21.40999984741211,22.149999618530273,21.350000381469727,21.940000534057617,0,2002-01-07,2002-01-06,1.489999771118164,7.286062178630415,,,,-0.31999950408935546,,,,,,,,,,,,,0.5300006866455078,0.7999992370605469
4,2002-01-08 14:30:00,21.6299991607666,22.290000915527344,21.280000686645508,21.829999923706055,0,2002-01-08,2002-01-07,-0.1100006103515625,-0.5013701352504896,,,,-0.11599979400634766,,,,,,,,,,,,,0.20000076293945312,1.010000228881836
5,2002-01-09 14:30:00,21.299999237060547,22.420000076293945,20.65999984741211,22.1299991607666,0,2002-01-09,2002-01-08,0.2999992370605469,1.3742521214338943,,,,0.0017142704554966518,,,,,,,,,,,,,0.8299999237060547,1.760000228881836
6,2002-01-10 14:30:00,22.280000686645508,22.780000686645508,21.780000686645508,22.360000610351562,0,2002-01-10,2002-01-09,0.23000144958496094,1.039319739300848,0.537143434797013,,0.7417927894369092,0.06821434838431222,,,,,,,,,,,,,0.07999992370605469,1.0
7,2002-01-11 14:30:00,22.290000915527344,22.84000015258789,21.920000076293945,22.600000381469727,0,2002-01-11,2002-01-10,0.23999977111816406,1.0733442064713383,0.7928573063441675,0.2557138715471545,0.7207335984997918,0.2782142502920968,,,,,,,,,,,,,0.3099994659423828,0.9200000762939453
8,2002-01-14 14:30:00,23.940000534057617,24.040000915527344,23.239999771118164,23.579999923706055,0,2002-01-14,2002-01-13,0.9799995422363281,4.336281087144811,1.4528568812779028,0.6599995749337353,0.9420492345595017,0.4014284951346261,,,,,,,,,,,,,-0.3600006103515625,-0.8000011444091797
9,2002-01-15 14:30:00,23.389999389648438,23.739999771118164,22.579999923706055,22.700000762939453,0,2002-01-15,2002-01-14,-0.8799991607666016,-3.73197270404525,0.2514291490827283,-1.2014277321951745,0.5939817643934066,0.22321435383387972,,,,,,,,,,,,,-0.6899986267089844,-1.1599998474121094
